numRules,groupSizeDist,placementDist,placementNumHostsPerLeaf,seed,podsAlgorithm,podsNumBitmaps,podsNumNodesPerBitmap,podsRedundancyPerBitmap,podsNumRules
1486,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,64000
177,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,64000
3082,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,3,3,0,10000
465,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
302,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
4595,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
1040,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
442,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
168,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
107,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
457,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
2454,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
1355,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
659,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,10000
465,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
302,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
4595,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
1040,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
442,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
168,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
107,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
457,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
2454,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
1355,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
659,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,0,64000
431,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
4575,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
888,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
2369,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
580,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
315,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,10000
431,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
4575,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
888,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
2369,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
580,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
315,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,12,64000
454,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
4590,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
1041,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
140,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
68,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
242,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
2373,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
1348,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
658,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,10000
131,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
266,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
334,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
3603,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
38,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
520,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
133,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
973,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,10000
131,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
266,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
334,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
3603,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
38,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
520,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
133,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
973,uniform,colocate-colocate-uniform,48,1,exact-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,exact-match,3,3,0,10000
80,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
524,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
120,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
1485,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
252,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
262,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
184,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
3091,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,10000
80,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
524,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
120,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
1485,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
252,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
262,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
184,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
3091,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
1479,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
3051,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
1479,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
3051,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
372,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
1486,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
177,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
3082,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,1,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,1,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,48,0,exact-match,3,3,0,64000
454,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
4590,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
1041,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
140,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
68,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
242,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
2373,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
1348,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
658,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,64000
0,uniform,colocate-colocate-uniform,48,0,random-fuzzy-match,2,3,6,64000
